symbol,open,close,low,high,volume,date
PMP,8700.0,8700.0,8700.0,8700.0,0.0,2022-11-24
PMS,24200.0,24200.0,24200.0,24200.0,100.0,2022-11-24
POT,19800.0,19800.0,19800.0,19800.0,100.0,2022-11-24
PPE,16900.0,16900.0,16900.0,16900.0,0.0,2022-11-24
PPP,12500.0,12500.0,12500.0,12500.0,0.0,2022-11-24
PPS,9300.0,10600.0,9300.0,10600.0,200.0,2022-11-24
PPY,6900.0,6900.0,6900.0,6900.0,0.0,2022-11-24
PRC,28000.0,28000.0,28000.0,28000.0,0.0,2022-11-24
PRE,16800.0,16800.0,16800.0,16800.0,100.0,2022-11-24
PSC,12500.0,12500.0,12500.0,12500.0,0.0,2022-11-24
PSD,15400.0,15000.0,14500.0,15400.0,8100.0,2022-11-24
PSE,10400.0,10500.0,10400.0,10500.0,500.0,2022-11-24
PSI,5000.0,4400.0,4300.0,5000.0,61400.0,2022-11-24
PSW,7200.0,7300.0,7200.0,7500.0,4700.0,2022-11-24
PTD,16000.0,16000.0,16000.0,16000.0,0.0,2022-11-24
PTI,27700.0,27700.0,27700.0,27700.0,100.0,2022-11-24
PTS,9900.0,9900.0,9900.0,9900.0,200.0,2022-11-24
PV2,2000.0,2000.0,2000.0,2100.0,26400.0,2022-11-24
PVB,10300.0,10500.0,10300.0,10700.0,37100.0,2022-11-24
PVC,10300.0,9800.0,9400.0,10400.0,1340400.0,2022-11-24
PVG,7000.0,6900.0,6900.0,7100.0,22900.0,2022-11-24
PVI,38100.0,39900.0,38100.0,40000.0,1700.0,2022-11-24
PVL,2100.0,2100.0,1900.0,2100.0,644800.0,2022-11-24
PVS,18000.0,18900.0,17800.0,19100.0,5004400.0,2022-11-24
QHD,36500.0,36500.0,36500.0,36500.0,0.0,2022-11-24
QST,16000.0,16000.0,16000.0,16000.0,0.0,2022-11-24
QTC,14000.0,14000.0,14000.0,14000.0,0.0,2022-11-24
RCL,13000.0,13200.0,13000.0,13200.0,5000.0,2022-11-24
S55,50300.0,50300.0,50300.0,50300.0,0.0,2022-11-24
S99,6600.0,6400.0,6300.0,6600.0,105100.0,2022-11-24
SAF,50000.0,50000.0,50000.0,50000.0,10700.0,2022-11-24
SBT,10800.0,11000.0,10650.0,11000.0,1810800.0,2022-11-24
SCG,67600.0,67400.0,66900.0,67600.0,230800.0,2022-11-24
SCI,7900.0,7700.0,7500.0,7900.0,26100.0,2022-11-24
SD4,3400.0,3400.0,3400.0,3400.0,400.0,2022-11-24
SD5,6900.0,6600.0,6400.0,6900.0,52500.0,2022-11-24
SD6,2500.0,2400.0,2300.0,2500.0,17800.0,2022-11-24
SD9,6100.0,5800.0,5800.0,6100.0,9000.0,2022-11-24
SDA,6700.0,7100.0,6700.0,7200.0,122000.0,2022-11-24
SDC,8300.0,8300.0,8300.0,8300.0,0.0,2022-11-24
SDG,21000.0,21000.0,21000.0,21000.0,0.0,2022-11-24
SDN,37800.0,37800.0,37800.0,37800.0,1000.0,2022-11-24
SDT,2900.0,3000.0,2800.0,3000.0,300.0,2022-11-24
SDU,31500.0,31500.0,31500.0,31500.0,0.0,2022-11-24
SEB,52000.0,52000.0,52000.0,52000.0,0.0,2022-11-24
SED,15100.0,16200.0,15000.0,16200.0,5700.0,2022-11-24
SFN,22500.0,22500.0,22500.0,22500.0,0.0,2022-11-24
SGC,91000.0,91000.0,91000.0,91000.0,0.0,2022-11-24
SGD,27000.0,27000.0,27000.0,27000.0,0.0,2022-11-24
SGH,29000.0,28000.0,28000.0,29000.0,300.0,2022-11-24
SHE,10000.0,10000.0,10000.0,10000.0,1200.0,2022-11-24
SHN,8600.0,7600.0,7200.0,8600.0,5100.0,2022-11-24
SHS,6700.0,7100.0,6500.0,7100.0,11132900.0,2022-11-24
SIC,20000.0,20000.0,19800.0,20000.0,5800.0,2022-11-24
SJ1,14900.0,14900.0,14900.0,14900.0,0.0,2022-11-24
SJE,25500.0,25500.0,25500.0,25500.0,100.0,2022-11-24
SLS,112600.0,122000.0,112600.0,122000.0,1700.0,2022-11-24
SMN,12500.0,12500.0,12500.0,13600.0,1600.0,2022-11-24
SMT,6900.0,6900.0,6900.0,7000.0,4000.0,2022-11-24
SPC,15100.0,15100.0,15100.0,15100.0,0.0,2022-11-24
SPI,2700.0,2800.0,2700.0,2800.0,8500.0,2022-11-24
SRA,3100.0,3100.0,3000.0,3200.0,98100.0,2022-11-24
SSM,3100.0,3100.0,3100.0,3100.0,0.0,2022-11-24
STC,20000.0,20000.0,20000.0,20000.0,0.0,2022-11-24
STP,7000.0,7000.0,7000.0,7000.0,200.0,2022-11-24
SVN,4300.0,4500.0,4200.0,4500.0,3200.0,2022-11-24
SZB,26100.0,26200.0,26100.0,26300.0,12300.0,2022-11-24
TA9,10700.0,10700.0,10700.0,10700.0,1900.0,2022-11-24
TAR,9000.0,8900.0,8200.0,9300.0,562800.0,2022-11-24
TBX,22300.0,22300.0,22300.0,22300.0,0.0,2022-11-24
TC6,4400.0,4200.0,4100.0,4400.0,70100.0,2022-11-24
TDN,7200.0,7100.0,6900.0,7200.0,3700.0,2022-11-24
TDT,7900.0,6900.0,6700.0,7900.0,78700.0,2022-11-24
TET,30900.0,30900.0,30900.0,30900.0,0.0,2022-11-24
TFC,6000.0,6000.0,6000.0,6000.0,200.0,2022-11-24
THB,12000.0,12000.0,12000.0,12000.0,1000.0,2022-11-24
THD,40700.0,40600.0,40400.0,40700.0,4500.0,2022-11-24
THS,20300.0,20300.0,20300.0,20300.0,0.0,2022-11-24
THT,7800.0,8000.0,7800.0,8000.0,14700.0,2022-11-24
TIG,5900.0,6300.0,5800.0,6300.0,1142300.0,2022-11-24
TJC,20300.0,20300.0,20300.0,20300.0,0.0,2022-11-24
TKC,2400.0,2400.0,2400.0,2600.0,203800.0,2022-11-24
